Log_file,Efficientnet,Batch Size,Reg. Lambda,Optimizer,Learning Rate,Data Size,Data Size after augmentation,Resize,Train Loss,Test Loss,Train Accuracy,Test Accuracy,Time Taken
Hyperparameter-Result67,b0,32,0.01,sgd,0.01,5000,7500,N/A,1.6978814601898193,1.7071975469589233,0.7196666598320007,0.7160000205039978,3.96
Hyperparameter-Result26,b0,16,0.01,adam,0.1,5000,7500,N/A,0.6709996461868286,0.6898886561393738,0.6053333282470703,0.5833333134651184,2.16
Hyperparameter-Result58,b0,8,0.01,adam,0.01,5000,7500,N/A,0.669568657875061,0.6818971037864685,0.60916668176651,0.5806666612625122,2.91
Hyperparameter-Result36,b0,8,0.1,adam,0.1,5000,7500,N/A,0.670434832572937,0.6883324980735779,0.6071666479110718,0.5633333325386047,6.52
Hyperparameter-Result25,b0,16,0.001,sgd,0.1,5000,7500,N/A,0.4623227119445801,0.5047621130943298,0.8339999914169312,0.8159999847412109,4.40
Hyperparameter-Result52,b0,16,0.1,adam,0.01,5000,7500,N/A,0.6621027588844299,0.6672488451004028,0.6065000295639038,0.5839999914169312,4.32
Hyperparameter-Result61,b0,8,0.1,sgd,0.01,5000,7500,N/A,0.5914798974990845,0.6009552478790283,0.7191666960716248,0.6973333358764648,7.47
Hyperparameter-Result47,b0,32,N/A,sgd,0.1,5000,7500,N/A,0.3897534906864166,0.43082064390182495,0.8268333077430725,0.8153333067893982,3.81
Hyperparameter-Result24,b0,16,0.001,adam,0.1,5000,7500,N/A,0.6730889081954956,0.6794902682304382,0.6014999747276306,0.5866666436195374,2.12
Hyperparameter-Result7,b0,16,N/A,sgd,0.001,5000,7500,N/A,0.6255249977111816,0.6241528987884521,0.6498333215713501,0.6539999842643738,4.40
Hyperparameter-Result30,b0,16,N/A,adam,0.1,5000,7500,N/A,0.6705608367919922,0.6765477061271667,0.6058333516120911,0.5920000076293945,3.04
Hyperparameter-Result63,b0,8,N/A,sgd,0.01,5000,7500,N/A,0.47248852252960205,0.48630639910697937,0.7756666541099548,0.7753333449363708,7.54
Hyperparameter-Result13,b0,8,0.1,sgd,0.001,5000,7500,N/A,1.9432876110076904,1.951401710510254,0.687166690826416,0.6499999761581421,7.74
Hyperparameter-Result18,b0,32,0.01,adam,0.001,5000,7500,N/A,0.5374191999435425,0.5562071800231934,0.7544999718666077,0.7480000257492065,3.77
Hyperparameter-Result64,b0,32,0.001,adam,0.01,5000,7500,N/A,0.5358062982559204,0.5332369208335876,0.7251666784286499,0.7480000257492065,3.83
Hyperparameter-Result27,b0,16,0.01,sgd,0.1,5000,7500,N/A,0.5123419761657715,0.5671445727348328,0.7771666646003723,0.718666672706604,4.36
Hyperparameter-Result40,b0,32,0.001,adam,0.1,5000,7500,N/A,0.6730275750160217,0.679283857345581,0.6004999876022339,0.5853333473205566,3.15
Hyperparameter-Result32,b0,8,0.001,adam,0.1,5000,7500,N/A,0.6707407832145691,0.6834219694137573,0.6069999933242798,0.5759999752044678,5.07
Hyperparameter-Result16,b0,32,0.001,adam,0.001,5000,7500,N/A,0.43109366297721863,0.48457950353622437,0.8374999761581421,0.8046666383743286,3.85
Hyperparameter-Result65,b0,32,0.001,sgd,0.01,5000,7500,N/A,0.7704728841781616,0.7698939442634583,0.721666693687439,0.7066666483879089,3.91
Hyperparameter-Result38,b0,8,N/A,adam,0.1,5000,7500,N/A,0.6718423366546631,0.6782884001731873,0.6026666760444641,0.5860000252723694,7.47
Hyperparameter-Result54,b0,16,N/A,adam,0.01,5000,7500,N/A,0.40540456771850586,0.4293202757835388,0.7828333377838135,0.7919999957084656,4.38
Hyperparameter-Result42,b0,32,0.01,adam,0.1,5000,7500,N/A,0.6712411046028137,0.6847984790802002,0.6048333048820496,0.5740000009536743,2.71
Hyperparameter-Result9,b0,8,0.001,sgd,0.001,5000,7500,N/A,0.8275265097618103,0.8252884149551392,0.6819999814033508,0.6766666769981384,7.73
Hyperparameter-Result6,b0,16,N/A,adam,0.001,5000,7500,N/A,0.31548231840133667,0.3950720727443695,0.8659999966621399,0.8259999752044678,4.31
Hyperparameter-Result39,b0,8,N/A,sgd,0.1,5000,7500,N/A,0.3283010721206665,0.42426034808158875,0.856333315372467,0.8040000200271606,7.67
Hyperparameter-Result34,b0,8,0.01,adam,0.1,5000,7500,N/A,0.6721184849739075,0.6793487071990967,0.6029999852180481,0.5866666436195374,7.12
Hyperparameter-Result17,b0,32,0.001,sgd,0.001,5000,7500,N/A,0.8725372552871704,0.8688228130340576,0.6331666707992554,0.6393333077430725,3.83
Hyperparameter-Result44,b0,32,0.1,adam,0.1,5000,7500,N/A,0.6702859997749329,0.681169867515564,0.6076666712760925,0.5820000171661377,2.48
Hyperparameter-Result20,b0,32,0.1,adam,0.001,5000,7500,N/A,0.6095112562179565,0.6162722706794739,0.703000009059906,0.6793333292007446,3.76
Hyperparameter-Result70,b0,32,N/A,adam,0.01,5000,7500,N/A,0.390354722738266,0.46996334195137024,0.784333348274231,0.7926666736602783,3.83
Hyperparameter-Result57,b0,8,0.001,sgd,0.01,5000,7500,N/A,0.6467754244804382,0.6579288244247437,0.7763333320617676,0.7753333449363708,7.51
Hyperparameter-Result14,b0,8,N/A,adam,0.001,5000,7500,N/A,0.2869050204753876,0.3853279948234558,0.8799999952316284,0.8360000252723694,7.53
Hyperparameter-Result41,b0,32,0.001,sgd,0.1,5000,7500,N/A,0.530295729637146,0.5640981793403625,0.8178333044052124,0.7973333597183228,3.85
Hyperparameter-Result21,b0,32,0.1,sgd,0.001,5000,7500,N/A,11.99642562866211,11.981125831604004,0.6395000219345093,0.6033333539962769,3.91
Hyperparameter-Result8,b0,8,0.001,adam,0.001,5000,7500,N/A,0.44071927666664124,0.4761315882205963,0.8215000033378601,0.8046666383743286,7.79
Hyperparameter-Result56,b0,8,0.001,adam,0.01,5000,7500,N/A,0.6210984587669373,0.5903590321540833,0.6051666736602783,0.5893333554267883,7.75
Hyperparameter-Result55,b0,16,N/A,sgd,0.01,5000,7500,N/A,0.5153179168701172,0.5169826149940491,0.7490000128746033,0.734000027179718,4.37
Hyperparameter-Result48,b0,16,0.001,adam,0.01,5000,7500,N/A,0.5477419495582581,0.5175994634628296,0.7250000238418579,0.762666642665863,4.41
Hyperparameter-Result23,b0,32,N/A,sgd,0.001,5000,7500,N/A,0.6428906321525574,0.6413993835449219,0.6293333172798157,0.6333333253860474,3.87
Hyperparameter-Result3,b0,16,0.01,sgd,0.001,5000,7500,N/A,2.6371185779571533,2.648890733718872,0.6694999933242798,0.6539999842643738,4.56
Hyperparameter-Result49,b0,16,0.001,sgd,0.01,5000,7500,N/A,0.7205271124839783,0.7244117259979248,0.7493333220481873,0.7366666793823242,4.35
Hyperparameter-Result2,b0,16,0.01,adam,0.001,5000,7500,N/A,0.5331834554672241,0.5485619306564331,0.7603333592414856,0.746666669845581,4.29
Hyperparameter-Result60,b0,8,0.1,adam,0.01,5000,7500,N/A,0.6700347065925598,0.6783585548400879,0.6075000166893005,0.5879999995231628,4.47
Hyperparameter-Result59,b0,8,0.01,sgd,0.01,5000,7500,N/A,0.6400813460350037,0.6788356304168701,0.781166672706604,0.7433333396911621,7.63
Hyperparameter-Result43,b0,32,0.01,sgd,0.1,5000,7500,N/A,0.5046229362487793,0.5136449933052063,0.7838333249092102,0.7766666412353516,3.76
Hyperparameter-Result51,b0,16,0.01,sgd,0.01,5000,7500,N/A,1.090051293373108,1.091151237487793,0.7453333139419556,0.746666669845581,4.44
Hyperparameter-Result33,b0,8,0.001,sgd,0.1,5000,7500,N/A,0.421842485666275,0.4573005437850952,0.8411666750907898,0.8240000009536743,7.55
Hyperparameter-Result50,b0,16,0.01,adam,0.01,5000,7500,N/A,0.6698704361915588,0.6802496910095215,0.6076666712760925,0.5826666951179504,1.98
Hyperparameter-Result4,b0,16,0.1,adam,0.001,5000,7500,N/A,0.6118177771568298,0.6155438423156738,0.6930000185966492,0.6986666917800903,4.39
Hyperparameter-Result11,b0,8,0.01,sgd,0.001,5000,7500,N/A,2.345607042312622,2.3386001586914062,0.6798333525657654,0.6919999718666077,7.69
Hyperparameter-Result5,b0,16,0.1,sgd,0.001,5000,7500,N/A,6.185287952423096,6.162755012512207,0.656333327293396,0.6480000019073486,4.50
Hyperparameter-Result68,b0,32,0.1,adam,0.01,5000,7500,N/A,0.6531763672828674,0.6542497277259827,0.6078333258628845,0.5820000171661377,3.68
Hyperparameter-Result53,b0,16,0.1,sgd,0.01,5000,7500,N/A,0.5941044688224792,0.611805260181427,0.7164999842643738,0.6933333277702332,4.40
Hyperparameter-Result22,b0,32,N/A,adam,0.001,5000,7500,N/A,0.33266714215278625,0.4156739115715027,0.8578333258628845,0.8233333230018616,3.89
Hyperparameter-Result12,b0,8,0.1,adam,0.001,5000,7500,N/A,0.6211410164833069,0.6353288888931274,0.6828333139419556,0.6426666378974915,7.67
Hyperparameter-Result35,b0,8,0.01,sgd,0.1,5000,7500,N/A,0.5398121476173401,0.5543321967124939,0.7553333044052124,0.7426666617393494,7.44
Hyperparameter-Result46,b0,32,N/A,adam,0.1,5000,7500,N/A,0.6726065874099731,0.6846373081207275,0.6035000085830688,0.5733333230018616,1.88
