Log_file,Efficientnet,Batch Size,Reg. Lambda,Optimizer,Learning Rate,Data Size,Data Size after augmentation,Resize,Train Loss,Test Loss,Train Accuracy,Test Accuracy,Time Taken
Hyperparameter-Result44,b4,8,0.1,adam,0.01,5000,7500,320x320,0.6699716448783875,0.6806511878967285,0.6071666479110718,0.5853333473205566,7.99
Hyperparameter-Result20,b4,16,0.1,adam,0.1,5000,7500,320x320,0.6744958162307739,0.6804037094116211,0.6000000238418579,0.5846666693687439,6.76
Hyperparameter-Result14,b4,32,0.1,adam,0.001,5000,7500,320x320,0.6239674687385559,0.6341856122016907,0.6894999742507935,0.6880000233650208,13.63
Hyperparameter-Result41,b4,16,N/A,sgd,0.01,5000,7500,320x320,0.540651798248291,0.5502714514732361,0.731166660785675,0.7279999852180481,14.35
Hyperparameter-Result21,b4,16,0.1,sgd,0.1,5000,7500,320x320,0.6177754402160645,0.620089590549469,0.6955000162124634,0.699999988079071,14.08
Hyperparameter-Result8,b4,8,0.1,adam,0.001,5000,7500,320x320,0.635735273361206,0.650206446647644,0.6501666903495789,0.6046666502952576,18.02
Hyperparameter-Result48,b4,32,0.01,adam,0.01,5000,7500,320x320,0.6326128244400024,0.6320721507072449,0.606333315372467,0.5806666612625122,13.63
Hyperparameter-Result23,b4,16,N/A,sgd,0.1,5000,7500,320x320,0.33413103222846985,0.401277631521225,0.8516666889190674,0.8146666884422302,14.33
Hyperparameter-Result3,b4,16,0.1,sgd,0.001,5000,7500,320x320,6.324715614318848,6.317162036895752,0.6618333458900452,0.6413333415985107,14.51
Hyperparameter-Result49,b4,32,0.01,sgd,0.01,5000,7500,320x320,1.7470601797103882,1.7375133037567139,0.7126666903495789,0.7226666808128357,13.72
Hyperparameter-Result2,b4,16,0.1,adam,0.001,5000,7500,320x320,0.6302710771560669,0.6425986886024475,0.6704999804496765,0.6399999856948853,14.24
Hyperparameter-Result43,b4,8,0.01,sgd,0.01,5000,7500,320x320,0.6590149998664856,0.6920844912528992,0.765999972820282,0.753333330154419,18.12
Hyperparameter-Result51,b4,32,0.1,sgd,0.01,5000,7500,320x320,0.6285398602485657,0.6407727003097534,0.6971666812896729,0.6919999718666077,13.63
Hyperparameter-Result33,b4,32,0.1,sgd,0.1,5000,7500,320x320,0.6065496206283569,0.6166358590126038,0.6936666369438171,0.6980000138282776,13.55
Hyperparameter-Result50,b4,32,0.1,adam,0.01,5000,7500,320x320,0.6675924062728882,0.6796406507492065,0.606333315372467,0.578000009059906,13.54
Hyperparameter-Result4,b4,16,N/A,adam,0.001,5000,7500,320x320,0.32330819964408875,0.3908437192440033,0.8610000014305115,0.8273333311080933,14.43
Hyperparameter-Result11,b4,8,N/A,sgd,0.001,5000,7500,320x320,0.6100398898124695,0.5982516407966614,0.6738333106040955,0.6866666674613953,18.40
Hyperparameter-Result5,b4,16,N/A,sgd,0.001,5000,7500,320x320,0.624564528465271,0.6189604997634888,0.6581666469573975,0.6819999814033508,14.59
Hyperparameter-Result53,b4,32,N/A,sgd,0.01,5000,7500,320x320,0.5648664236068726,0.5738840103149414,0.715666651725769,0.7080000042915344,13.46
Hyperparameter-Result22,b4,16,N/A,adam,0.1,5000,7500,320x320,0.72051602602005,0.6798988580703735,0.5985000133514404,0.5826666951179504,7.72
Hyperparameter-Result12,b4,32,0.01,adam,0.001,5000,7500,320x320,0.5532933473587036,0.570624589920044,0.7451666593551636,0.7266666889190674,13.60
Hyperparameter-Result35,b4,32,N/A,sgd,0.1,5000,7500,320x320,0.3881780207157135,0.4260360896587372,0.828000009059906,0.8119999766349792,13.61
Hyperparameter-Result46,b4,8,N/A,adam,0.01,5000,7500,320x320,0.4737868309020996,0.4951461851596832,0.7118333578109741,0.7333333492279053,18.00
